order,file_path,thumbnail,capture_uuid,page_uri,book_uri,source_rotated,width,height,source_x,source_y,source_w,source_h
6,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfa22a80-00b1-0133-72f5-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfa22a80-00b1-0133-72f5-58d385a7bbd0.right.jpg,dfa22a80-00b1-0133-72f5-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfa22a80-00b1-0133-72f5-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.979081,1374.85,2058,1219.15,0,1374.85,2058
7,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfaba2f0-00b1-0133-f2f5-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfaba2f0-00b1-0133-f2f5-58d385a7bbd0.left.jpg,dfaba2f0-00b1-0133-f2f5-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfaba2f0-00b1-0133-f2f5-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.951112,1375.88,2057,0,0,1375.88,2057
7,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfaba2f0-00b1-0133-f2f5-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfaba2f0-00b1-0133-f2f5-58d385a7bbd0.right.jpg,dfaba2f0-00b1-0133-f2f5-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfaba2f0-00b1-0133-f2f5-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.951112,1375.88,2057,1220.12,0,1375.88,2057
8,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfb58840-00b1-0133-6afd-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfb58840-00b1-0133-6afd-58d385a7bbd0.left.jpg,dfb58840-00b1-0133-6afd-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfb58840-00b1-0133-6afd-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.09095,1376.97,2056,0,0,1376.97,2056
8,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfb58840-00b1-0133-6afd-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfb58840-00b1-0133-6afd-58d385a7bbd0.right.jpg,dfb58840-00b1-0133-6afd-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfb58840-00b1-0133-6afd-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.09095,1376.97,2056,1221.03,0,1376.97,2056
9,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfbf2430-00b1-0133-02cd-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfbf2430-00b1-0133-02cd-58d385a7bbd0.left.jpg,dfbf2430-00b1-0133-02cd-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfbf2430-00b1-0133-02cd-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.531537,1367.4,2026,0,0,1367.4,2026
9,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfbf2430-00b1-0133-02cd-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfbf2430-00b1-0133-02cd-58d385a7bbd0.right.jpg,dfbf2430-00b1-0133-02cd-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfbf2430-00b1-0133-02cd-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.531537,1367.4,2026,1212.6,0,1367.4,2026
10,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfc8a730-00b1-0133-d996-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfc8a730-00b1-0133-d996-58d385a7bbd0.left.jpg,dfc8a730-00b1-0133-d996-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfc8a730-00b1-0133-d996-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1355.77,1993,0,0,1355.77,1993
10,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfc8a730-00b1-0133-d996-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfc8a730-00b1-0133-d996-58d385a7bbd0.right.jpg,dfc8a730-00b1-0133-d996-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfc8a730-00b1-0133-d996-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1355.77,1993,1202.23,0,1355.77,1993
11,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfd227e0-00b1-0133-c8db-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfd227e0-00b1-0133-c8db-58d385a7bbd0.left.jpg,dfd227e0-00b1-0133-c8db-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfd227e0-00b1-0133-c8db-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.14688,1379.06,2051,0,0,1379.06,2051
11,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfd227e0-00b1-0133-c8db-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfd227e0-00b1-0133-c8db-58d385a7bbd0.right.jpg,dfd227e0-00b1-0133-c8db-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfd227e0-00b1-0133-c8db-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.14688,1379.06,2051,1222.94,0,1379.06,2051
12,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfdbb8e0-00b1-0133-ec7e-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfdbb8e0-00b1-0133-ec7e-58d385a7bbd0.left.jpg,dfdbb8e0-00b1-0133-ec7e-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfdbb8e0-00b1-0133-ec7e-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.81786,1389.69,2092,0,0,1389.69,2092
12,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfdbb8e0-00b1-0133-ec7e-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfdbb8e0-00b1-0133-ec7e-58d385a7bbd0.right.jpg,dfdbb8e0-00b1-0133-ec7e-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfdbb8e0-00b1-0133-ec7e-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.81786,1389.69,2092,1232.31,0,1389.69,2092
13,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfe56d30-00b1-0133-dfc6-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfe56d30-00b1-0133-dfc6-58d385a7bbd0.left.jpg,dfe56d30-00b1-0133-dfc6-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfe56d30-00b1-0133-dfc6-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.06298,1376.94,2056,0,0,1376.94,2056
13,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfe56d30-00b1-0133-dfc6-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfe56d30-00b1-0133-dfc6-58d385a7bbd0.right.jpg,dfe56d30-00b1-0133-dfc6-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfe56d30-00b1-0133-dfc6-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.06298,1376.94,2056,1221.06,0,1376.94,2056
14,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfef3c40-00b1-0133-24d8-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfef3c40-00b1-0133-24d8-58d385a7bbd0.left.jpg,dfef3c40-00b1-0133-24d8-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfef3c40-00b1-0133-24d8-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.643431,1368.49,2031,0,0,1368.49,2031
14,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dfef3c40-00b1-0133-24d8-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dfef3c40-00b1-0133-24d8-58d385a7bbd0.right.jpg,dfef3c40-00b1-0133-24d8-58d385a7bbd0,http://digitalcollections.nypl.org/items/dfef3c40-00b1-0133-24d8-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.643431,1368.49,2031,1213.51,0,1368.49,2031
15,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dff8d2e0-00b1-0133-be4f-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dff8d2e0-00b1-0133-be4f-58d385a7bbd0.left.jpg,dff8d2e0-00b1-0133-be4f-58d385a7bbd0,http://digitalcollections.nypl.org/items/dff8d2e0-00b1-0133-be4f-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1356.8,2045,0,0,1356.8,2045
15,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/dff8d2e0-00b1-0133-be4f-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/dff8d2e0-00b1-0133-be4f-58d385a7bbd0.right.jpg,dff8d2e0-00b1-0133-be4f-58d385a7bbd0,http://digitalcollections.nypl.org/items/dff8d2e0-00b1-0133-be4f-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1356.8,2045,1203.2,0,1356.8,2045
16,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0029850-00b1-0133-8032-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0029850-00b1-0133-8032-58d385a7bbd0.left.jpg,e0029850-00b1-0133-8032-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0029850-00b1-0133-8032-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.0559529,1358.92,2001,0,0,1358.92,2001
16,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0029850-00b1-0133-8032-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0029850-00b1-0133-8032-58d385a7bbd0.right.jpg,e0029850-00b1-0133-8032-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0029850-00b1-0133-8032-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.0559529,1358.92,2001,1205.08,0,1358.92,2001
17,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e00c1560-00b1-0133-6228-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e00c1560-00b1-0133-6228-58d385a7bbd0.left.jpg,e00c1560-00b1-0133-6228-58d385a7bbd0,http://digitalcollections.nypl.org/items/e00c1560-00b1-0133-6228-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.951112,1374.82,2053,0,0,1374.82,2053
17,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e00c1560-00b1-0133-6228-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e00c1560-00b1-0133-6228-58d385a7bbd0.right.jpg,e00c1560-00b1-0133-6228-58d385a7bbd0,http://digitalcollections.nypl.org/items/e00c1560-00b1-0133-6228-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.951112,1374.82,2053,1219.18,0,1374.82,2053
18,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0159f00-00b1-0133-7ca5-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0159f00-00b1-0133-7ca5-58d385a7bbd0.left.jpg,e0159f00-00b1-0133-7ca5-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0159f00-00b1-0133-7ca5-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1356.8,2009,0,0,1356.8,2009
18,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0159f00-00b1-0133-7ca5-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0159f00-00b1-0133-7ca5-58d385a7bbd0.right.jpg,e0159f00-00b1-0133-7ca5-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0159f00-00b1-0133-7ca5-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1356.8,2009,1203.2,0,1356.8,2009
19,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e01f0ce0-00b1-0133-e1a2-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e01f0ce0-00b1-0133-e1a2-58d385a7bbd0.left.jpg,e01f0ce0-00b1-0133-e1a2-58d385a7bbd0,http://digitalcollections.nypl.org/items/e01f0ce0-00b1-0133-e1a2-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.98553,1392.87,2094,0,0,1392.87,2094
19,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e01f0ce0-00b1-0133-e1a2-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e01f0ce0-00b1-0133-e1a2-58d385a7bbd0.right.jpg,e01f0ce0-00b1-0133-e1a2-58d385a7bbd0,http://digitalcollections.nypl.org/items/e01f0ce0-00b1-0133-e1a2-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.98553,1392.87,2094,1235.13,0,1392.87,2094
20,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e028a5c0-00b1-0133-4e1e-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e028a5c0-00b1-0133-4e1e-58d385a7bbd0.left.jpg,e028a5c0-00b1-0133-4e1e-58d385a7bbd0,http://digitalcollections.nypl.org/items/e028a5c0-00b1-0133-4e1e-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.73401,1388.63,2084,0,0,1388.63,2084
20,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e028a5c0-00b1-0133-4e1e-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e028a5c0-00b1-0133-4e1e-58d385a7bbd0.right.jpg,e028a5c0-00b1-0133-4e1e-58d385a7bbd0,http://digitalcollections.nypl.org/items/e028a5c0-00b1-0133-4e1e-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.73401,1388.63,2084,1231.37,0,1388.63,2084
21,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0321da0-00b1-0133-e275-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0321da0-00b1-0133-e275-58d385a7bbd0.left.jpg,e0321da0-00b1-0133-e275-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0321da0-00b1-0133-e275-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.73401,1388.63,2084,0,0,1388.63,2084
21,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0321da0-00b1-0133-e275-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0321da0-00b1-0133-e275-58d385a7bbd0.right.jpg,e0321da0-00b1-0133-e275-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0321da0-00b1-0133-e275-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,1.73401,1388.63,2084,1231.37,0,1388.63,2084
22,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e03bb340-00b1-0133-313d-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e03bb340-00b1-0133-313d-58d385a7bbd0.left.jpg,e03bb340-00b1-0133-313d-58d385a7bbd0,http://digitalcollections.nypl.org/items/e03bb340-00b1-0133-313d-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,-0.139882,1358.95,2021,0,0,1358.95,2021
22,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e03bb340-00b1-0133-313d-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e03bb340-00b1-0133-313d-58d385a7bbd0.right.jpg,e03bb340-00b1-0133-313d-58d385a7bbd0,http://digitalcollections.nypl.org/items/e03bb340-00b1-0133-313d-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,-0.139882,1358.95,2021,1205.05,0,1358.95,2021
23,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0454370-00b1-0133-550c-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0454370-00b1-0133-550c-58d385a7bbd0.left.jpg,e0454370-00b1-0133-550c-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0454370-00b1-0133-550c-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1355.77,2035,0,0,1355.77,2035
23,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0454370-00b1-0133-550c-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0454370-00b1-0133-550c-58d385a7bbd0.right.jpg,e0454370-00b1-0133-550c-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0454370-00b1-0133-550c-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1355.77,2035,1202.23,0,1355.77,2035
24,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e04ebd40-00b1-0133-b08f-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e04ebd40-00b1-0133-b08f-58d385a7bbd0.left.jpg,e04ebd40-00b1-0133-b08f-58d385a7bbd0,http://digitalcollections.nypl.org/items/e04ebd40-00b1-0133-b08f-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1355.77,2009,0,0,1355.77,2009
24,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e04ebd40-00b1-0133-b08f-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e04ebd40-00b1-0133-b08f-58d385a7bbd0.right.jpg,e04ebd40-00b1-0133-b08f-58d385a7bbd0,http://digitalcollections.nypl.org/items/e04ebd40-00b1-0133-b08f-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1355.77,2009,1202.23,0,1355.77,2009
25,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0583d90-00b1-0133-9d40-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0583d90-00b1-0133-9d40-58d385a7bbd0.left.jpg,e0583d90-00b1-0133-9d40-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0583d90-00b1-0133-9d40-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,-1.20281,1380.12,2062,0,0,1380.12,2062
25,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e0583d90-00b1-0133-9d40-58d385a7bbd0.right.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e0583d90-00b1-0133-9d40-58d385a7bbd0.right.jpg,e0583d90-00b1-0133-9d40-58d385a7bbd0,http://digitalcollections.nypl.org/items/e0583d90-00b1-0133-9d40-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,-1.20281,1380.12,2062,1223.88,0,1380.12,2062
26,https://s3.amazonaws.com/scribe.nypl.org/emigrant/full/e061e860-00b1-0133-0490-58d385a7bbd0.left.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant/thumb/e061e860-00b1-0133-0490-58d385a7bbd0.left.jpg,e061e860-00b1-0133-0490-58d385a7bbd0,http://digitalcollections.nypl.org/items/e061e860-00b1-0133-0490-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,-0.391664,1364.25,2031,0,0,1364.25,2031
