order,file_path,thumbnail,width,height,date_created
28,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0028.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0028_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
29,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0029.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0029_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
30,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0030.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0030_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
31,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0031.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0031_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
32,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0032.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0032_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
33,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0033.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0033_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
34,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0034.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0034_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
35,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0035.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0035_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
36,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0036.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0036_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
37,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0037.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0037_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
38,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0038.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0038_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
39,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0039.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0039_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
40,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0040.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0040_thumb.jpg,3744,5616,Tue Sep 22 09:59:46 CDT 2015
41,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0041.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0041_thumb.jpg,3744,5616,Tue Sep 22 09:59:46 CDT 2015
42,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0042.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0042_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
43,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0043.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0043_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
44,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0044.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0044_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
45,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0045.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0045_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
46,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0046.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0046_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
47,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0047.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0047_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
48,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0048.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0048_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
49,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0049.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0049_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
50,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0050.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0050_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
51,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0051.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0051_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
52,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0052.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0052_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
53,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0053.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0053_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
54,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0054.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0054_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
55,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0055.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0055_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
56,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0056.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0056_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
57,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0057.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0057_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
58,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0058.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0058_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
59,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0059.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0059_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
60,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0060.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0060_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
61,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0061.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0061_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
62,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0062.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0062_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
63,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0063.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0063_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
64,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0064.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0064_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
65,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0065.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0065_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
66,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0066.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0066_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
67,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0067.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0067_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
68,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0068.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0068_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
69,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0069.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0069_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
70,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0070.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0070_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
71,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0071.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0071_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
72,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0072.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0072_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
73,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0073.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0073_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
74,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0074.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0074_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
75,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0075.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0075_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
76,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0076.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0076_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
77,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0077.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0077_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
78,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0078.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0078_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
79,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0079.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0079_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
80,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0080.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0080_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
81,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0081.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0081_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
82,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0082.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0082_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
83,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0083.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0083_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
84,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0084.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0084_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
85,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0085.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0085_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
86,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0086.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0086_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
87,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0087.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0087_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
88,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0088.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0088_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
89,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0089.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0089_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
90,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0090.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0090_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
91,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0091.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0091_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
92,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0092.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0092_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
93,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0093.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0093_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
94,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0094.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0094_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
95,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0095.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0095_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
96,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0096.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0096_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
97,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0097.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0097_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
98,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0098.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0098_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
99,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0099.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0099_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
100,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0100.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0100_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
101,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0101.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0101_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
102,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0102.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0102_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
103,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0103.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0103_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
104,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0104.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0104_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
105,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0105.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0105_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
106,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0106.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0106_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
107,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0107.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0107_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
108,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0108.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0108_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
109,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0109.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0109_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
110,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0110.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0110_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
111,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0111.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0111_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
112,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0112.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0112_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
113,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0113.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0113_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
114,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0114.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0114_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
115,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0115.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0115_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
116,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0116.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0116_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
117,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0117.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0117_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
118,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0118.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0118_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
119,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0119.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0119_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
120,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0120.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0120_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
121,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0121.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0121_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
122,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0122.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0122_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
123,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0123.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0123_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
124,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0124.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0124_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
125,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0125.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0125_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
126,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0126.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0126_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
127,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0127.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0127_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
128,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0128.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0128_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
129,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0129.jpg,http://whaling-data.oldweather.org/subjects/logbookofcongres00unse_0129_thumb.jpg,3432,5207,Tue Sep 22 09:59:46 CDT 2015
